timestamp,concurrent_players,cpu_usage_percent,memory_usage_gb,network_in_mbps,network_out_mbps,tick_rate,hour,day_of_week,is_weekend,anomaly,anomaly_type,server_id,realm
2026-01-23 22:00:00,172,62.7,29.1,110.3,89.1,55,22,4,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-23 23:00:00,183,74.1,27.6,135.8,82.7,49,23,4,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-24 00:00:00,215,75.7,26.8,182.0,138.3,49,0,5,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-24 01:00:00,218,68.6,29.3,154.8,136.0,55,1,5,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-24 02:00:00,218,75.7,28.0,206.5,115.7,48,2,5,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-24 03:00:00,213,64.9,26.9,194.9,104.9,58,3,5,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-24 04:00:00,205,74.4,25.7,132.6,146.1,48,4,5,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-24 05:00:00,194,73.5,27.3,136.6,137.6,50,5,5,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-24 06:00:00,180,65.0,24.3,98.3,70.7,54,6,5,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-24 07:00:00,166,65.4,25.4,117.1,92.7,56,7,5,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-24 08:00:00,150,69.8,23.9,135.3,115.0,54,8,5,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-24 09:00:00,137,57.6,23.2,101.3,75.1,59,9,5,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-24 10:00:00,131,54.3,19.3,114.0,71.2,58,10,5,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-24 11:00:00,131,64.5,21.3,74.4,74.4,56,11,5,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-24 12:00:00,132,66.6,21.6,121.6,62.4,54,12,5,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-24 13:00:00,132,58.8,20.0,94.5,53.6,60,13,5,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-24 14:00:00,131,62.6,19.4,105.0,94.4,57,14,5,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-24 15:00:00,131,63.9,23.0,102.9,51.0,59,15,5,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-24 16:00:00,130,55.4,20.8,78.6,81.7,58,16,5,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-24 17:00:00,130,56.5,21.4,80.9,91.3,61,17,5,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-24 18:00:00,140,65.1,20.2,131.4,62.2,54,18,5,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-24 19:00:00,156,69.8,21.1,132.8,79.7,49,19,5,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-24 20:00:00,171,68.0,23.6,157.8,120.8,53,20,5,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-24 21:00:00,185,64.8,25.6,154.5,119.0,55,21,5,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-24 22:00:00,199,78.8,25.5,162.1,110.1,43,22,5,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-24 23:00:00,208,70.3,28.0,131.9,142.8,49,23,5,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-25 00:00:00,215,72.4,26.1,166.6,147.1,50,0,6,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-25 01:00:00,219,75.8,27.3,174.7,135.4,48,1,6,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-25 02:00:00,218,80.5,29.9,213.5,117.3,44,2,6,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-25 03:00:00,214,76.9,29.4,184.9,122.2,46,3,6,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-25 04:00:00,206,73.7,27.2,195.5,127.9,49,4,6,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-25 05:00:00,194,71.8,25.1,167.2,113.6,50,5,6,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-25 06:00:00,181,67.8,23.8,130.6,122.7,51,6,6,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-25 07:00:00,167,67.3,23.5,135.9,77.3,52,7,6,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-25 08:00:00,152,52.2,23.6,126.3,68.8,59,8,6,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-25 09:00:00,138,58.7,22.6,91.6,85.5,59,9,6,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-25 10:00:00,132,59.7,19.9,97.9,71.8,61,10,6,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-25 11:00:00,132,54.2,18.9,101.5,69.8,61,11,6,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-25 12:00:00,132,60.3,21.1,137.7,52.7,60,12,6,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-25 13:00:00,132,57.9,19.4,64.0,79.5,59,13,6,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-25 14:00:00,132,65.8,19.9,129.7,78.4,53,14,6,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-25 15:00:00,132,65.1,22.7,86.9,89.0,56,15,6,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-25 16:00:00,132,56.9,21.9,78.2,80.2,60,16,6,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-25 17:00:00,132,58.2,20.9,129.2,77.2,56,17,6,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-25 18:00:00,142,60.3,19.7,128.2,102.9,58,18,6,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-25 19:00:00,157,61.5,23.4,150.7,74.5,57,19,6,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-25 20:00:00,172,66.7,26.1,153.6,111.2,54,20,6,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-25 21:00:00,186,65.4,25.3,190.0,86.5,54,21,6,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-25 22:00:00,199,66.3,29.1,170.4,106.8,54,22,6,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-25 23:00:00,210,75.3,30.1,164.9,107.8,47,23,6,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-26 00:00:00,192,72.1,28.9,160.5,126.9,50,0,0,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-26 01:00:00,195,66.9,27.2,180.9,116.0,53,1,0,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-26 02:00:00,195,73.7,27.6,140.4,116.8,48,2,0,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-26 03:00:00,191,66.9,28.5,139.8,98.0,52,3,0,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-26 04:00:00,183,69.0,26.2,140.2,105.3,53,4,0,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-26 05:00:00,172,69.2,23.8,95.5,91.7,53,5,0,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-26 06:00:00,158,63.3,22.5,129.2,100.6,56,6,0,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-26 07:00:00,143,62.6,22.1,76.7,70.9,60,7,0,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-26 08:00:00,127,55.8,18.3,102.7,96.1,59,8,0,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-26 09:00:00,113,54.6,18.6,107.7,42.7,62,9,0,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-26 10:00:00,108,53.6,20.0,76.9,52.7,59,10,0,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-26 11:00:00,108,51.5,15.1,119.9,90.0,56,11,0,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-26 12:00:00,108,53.7,20.7,57.2,58.3,60,12,0,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-26 13:00:00,108,48.2,20.1,110.2,45.1,60,13,0,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-26 14:00:00,109,52.7,17.8,100.7,68.7,60,14,0,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-26 15:00:00,109,88.5,19.3,132.25,58.3,39,15,0,0,1,ddos_spike,realm1-shard1,alpha-realm-1
2026-01-26 16:00:00,214,78.6,18.5,141.4,52.9,59,16,0,0,1,viral_spike,realm1-shard1,alpha-realm-1
2026-01-26 17:00:00,109,53.7,20.3,85.9,49.0,59,17,0,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-26 18:00:00,119,56.2,20.9,77.7,112.9,59,18,0,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-26 19:00:00,134,61.0,18.8,79.1,76.6,60,19,0,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-26 20:00:00,149,65.3,23.2,114.8,60.5,56,20,0,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-26 21:00:00,164,61.9,23.4,128.7,120.8,59,21,0,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-26 22:00:00,177,62.0,25.1,143.7,115.4,58,22,0,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-26 23:00:00,188,64.7,25.0,144.4,101.3,55,23,0,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-27 00:00:00,196,68.3,29.4,169.5,103.6,51,0,1,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-27 01:00:00,199,69.4,28.7,151.4,129.5,51,1,1,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-27 02:00:00,198,67.6,25.9,119.7,115.1,48,2,1,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-27 03:00:00,193,64.6,24.5,151.4,86.9,55,3,1,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-27 04:00:00,185,66.5,25.2,100.7,137.8,54,4,1,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-27 05:00:00,174,67.0,25.4,146.3,97.9,55,5,1,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-27 06:00:00,161,66.4,23.8,109.2,119.0,54,6,1,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-27 07:00:00,146,59.1,23.9,120.1,106.8,60,7,1,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-27 08:00:00,131,56.9,21.8,131.1,63.6,56,8,1,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-27 09:00:00,116,52.2,20.6,73.8,85.1,59,9,1,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-27 10:00:00,111,54.9,19.1,110.0,56.8,57,10,1,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-27 11:00:00,110,51.4,16.5,79.3,40.0,58,11,1,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-27 12:00:00,110,57.1,18.3,123.1,59.6,59,12,1,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-27 13:00:00,111,47.8,20.2,81.5,72.6,61,13,1,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-27 14:00:00,110,53.4,18.5,71.2,59.1,60,14,1,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-27 15:00:00,110,56.0,19.3,101.7,61.4,60,15,1,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-27 16:00:00,110,55.5,18.1,79.3,83.2,59,16,1,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-27 17:00:00,110,65.6,17.0,71.2,67.6,54,17,1,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-27 18:00:00,120,58.0,19.3,86.4,59.4,59,18,1,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-27 19:00:00,135,55.3,21.4,107.1,91.5,60,19,1,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-27 20:00:00,150,61.6,21.4,146.8,93.0,56,20,1,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-27 21:00:00,164,57.4,23.4,92.5,60.6,60,21,1,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-27 22:00:00,176,66.4,23.5,141.3,112.0,54,22,1,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-27 23:00:00,187,65.3,27.6,162.1,118.1,56,23,1,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-28 00:00:00,194,73.6,26.2,159.1,116.7,50,0,2,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-28 01:00:00,197,68.3,29.1,183.8,131.6,50,1,2,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-28 02:00:00,197,98.0,29.2,390.25,108.1,31,2,2,0,1,ddos_spike,realm1-shard1,alpha-realm-1
2026-01-28 03:00:00,193,67.2,26.4,150.7,120.8,52,3,2,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-28 04:00:00,185,75.3,24.2,159.8,87.5,45,4,2,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-28 05:00:00,275,89.9,21.5,140.4,109.9,54,5,2,0,1,viral_spike,realm1-shard1,alpha-realm-1
2026-01-28 06:00:00,161,71.3,21.2,121.0,125.9,54,6,2,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-28 07:00:00,146,64.5,20.0,127.1,72.7,57,7,2,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-28 08:00:00,131,60.5,22.6,91.7,67.2,62,8,2,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-28 09:00:00,116,57.4,19.3,80.6,58.9,61,9,2,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-28 10:00:00,111,56.6,19.2,78.2,68.5,58,10,2,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-28 11:00:00,111,47.3,15.3,115.9,50.7,59,11,2,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-28 12:00:00,111,53.9,16.9,50.0,72.9,60,12,2,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-28 13:00:00,111,58.4,20.0,96.7,79.3,60,13,2,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-28 14:00:00,111,54.8,19.1,89.5,74.6,59,14,2,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-28 15:00:00,110,49.2,18.3,54.4,40.0,57,15,2,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-28 16:00:00,110,54.6,19.4,94.2,80.9,62,16,2,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-28 17:00:00,110,61.6,21.0,97.5,80.1,58,17,2,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-28 18:00:00,120,61.6,19.2,107.8,84.5,58,18,2,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-28 19:00:00,136,59.2,21.2,55.8,87.2,60,19,2,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-28 20:00:00,150,65.8,22.7,147.3,93.3,54,20,2,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-28 21:00:00,165,63.2,27.4,117.2,114.5,57,21,2,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-28 22:00:00,178,60.2,21.9,156.1,135.7,61,22,2,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-28 23:00:00,188,65.1,27.1,165.2,98.5,55,23,2,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-29 00:00:00,195,76.4,26.5,138.5,133.2,45,0,3,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-29 01:00:00,198,69.5,27.9,171.6,117.5,52,1,3,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-29 02:00:00,197,69.5,25.9,149.9,116.3,51,2,3,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-29 03:00:00,192,68.4,26.4,112.2,92.2,55,3,3,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-29 04:00:00,184,75.7,26.7,170.6,106.1,49,4,3,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-29 05:00:00,173,72.6,29.3,122.9,88.8,50,5,3,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-29 06:00:00,160,72.7,24.6,110.9,89.0,47,6,3,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-29 07:00:00,146,60.6,20.7,108.7,71.1,57,7,3,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-29 08:00:00,131,59.8,19.9,110.2,71.9,60,8,3,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-29 09:00:00,116,49.8,18.5,91.7,63.5,60,9,3,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-29 10:00:00,110,60.7,15.9,99.0,67.5,58,10,3,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-29 11:00:00,110,50.1,18.1,61.2,41.8,59,11,3,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-29 12:00:00,110,55.7,19.7,73.2,44.3,59,12,3,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-29 13:00:00,110,50.4,16.6,85.7,71.4,59,13,3,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-29 14:00:00,110,52.4,20.1,126.0,54.0,56,14,3,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-29 15:00:00,110,51.5,19.3,85.7,82.1,58,15,3,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-29 16:00:00,110,52.4,17.5,109.7,69.4,59,16,3,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-29 17:00:00,111,52.8,18.4,89.6,75.7,61,17,3,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-29 18:00:00,121,54.6,22.0,87.1,93.8,58,18,3,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-29 19:00:00,136,62.8,22.2,103.9,77.0,58,19,3,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-29 20:00:00,151,57.8,22.5,117.4,82.0,60,20,3,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-29 21:00:00,165,65.6,23.5,144.1,112.1,57,21,3,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-29 22:00:00,178,71.9,25.2,169.9,114.4,52,22,3,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-29 23:00:00,189,67.0,25.4,158.4,110.6,54,23,3,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-30 00:00:00,196,67.4,23.7,180.5,138.5,53,0,4,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-30 01:00:00,199,69.9,30.2,139.9,116.2,51,1,4,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-30 02:00:00,198,75.4,27.2,150.1,119.3,47,2,4,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-30 03:00:00,194,70.7,27.2,140.7,116.7,50,3,4,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-30 04:00:00,186,66.4,25.8,155.1,97.6,55,4,4,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-30 05:00:00,175,68.4,23.7,132.8,106.2,53,5,4,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-30 06:00:00,161,59.6,23.2,143.4,117.6,60,6,4,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-30 07:00:00,146,64.0,19.6,98.2,94.3,58,7,4,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-30 08:00:00,130,60.0,23.9,104.9,78.5,62,8,4,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-30 09:00:00,116,54.6,17.3,106.5,67.2,60,9,4,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-30 10:00:00,110,51.4,17.0,50.0,71.0,61,10,4,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-30 11:00:00,111,51.4,18.0,131.2,77.8,59,11,4,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-30 12:00:00,110,56.9,20.5,82.3,75.1,61,12,4,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-30 13:00:00,111,59.9,18.7,50.0,61.6,61,13,4,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-30 14:00:00,111,52.4,16.8,92.0,71.5,61,14,4,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-30 15:00:00,111,56.8,20.5,89.5,73.8,60,15,4,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-30 16:00:00,111,46.6,19.8,87.2,51.5,58,16,4,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-30 17:00:00,111,52.6,19.5,108.6,69.1,57,17,4,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-30 18:00:00,121,56.7,20.7,111.7,40.2,59,18,4,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-30 19:00:00,136,55.8,24.6,114.8,88.8,62,19,4,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-30 20:00:00,151,58.4,25.8,129.8,100.5,59,20,4,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-30 21:00:00,166,62.2,22.9,130.7,110.8,59,21,4,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-30 22:00:00,179,68.4,27.6,178.7,101.5,54,22,4,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-30 23:00:00,189,68.3,26.7,121.6,118.0,52,23,4,0,0,normal,realm1-shard1,alpha-realm-1
2026-01-31 00:00:00,221,65.8,30.0,179.6,154.0,57,0,5,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-31 01:00:00,224,66.8,27.0,180.5,155.6,50,1,5,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-31 02:00:00,223,72.7,29.2,194.7,133.4,47,2,5,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-31 03:00:00,219,76.3,27.8,158.3,133.5,45,3,5,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-31 04:00:00,211,62.0,29.5,133.9,143.3,57,4,5,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-31 05:00:00,199,68.8,28.7,162.3,96.9,53,5,5,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-31 06:00:00,186,98.0,22.7,386.0,106.8,35,6,5,1,1,ddos_spike,realm1-shard1,alpha-realm-1
2026-01-31 07:00:00,171,71.3,24.4,166.6,122.6,51,7,5,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-31 08:00:00,156,61.5,24.7,99.4,108.2,59,8,5,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-31 09:00:00,141,61.9,21.3,135.9,90.1,57,9,5,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-31 10:00:00,136,60.0,22.1,156.1,59.0,58,10,5,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-31 11:00:00,136,51.0,21.6,101.2,80.9,60,11,5,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-31 12:00:00,136,62.6,21.6,83.0,72.8,57,12,5,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-31 13:00:00,135,60.2,20.6,99.9,86.0,57,13,5,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-31 14:00:00,136,61.5,19.2,109.1,69.5,60,14,5,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-31 15:00:00,190,90.2,19.4,120.1,66.2,49,15,5,1,1,bot_influx,realm1-shard1,alpha-realm-1
2026-01-31 16:00:00,136,51.1,22.1,97.0,50.6,62,16,5,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-31 17:00:00,136,66.4,21.1,139.9,99.9,55,17,5,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-31 18:00:00,147,60.3,21.9,95.3,82.2,60,18,5,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-31 19:00:00,162,65.3,22.9,94.8,99.6,57,19,5,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-31 20:00:00,177,66.7,24.5,163.7,106.2,53,20,5,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-31 21:00:00,191,67.7,27.9,107.3,98.6,55,21,5,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-31 22:00:00,203,69.3,27.0,158.3,102.9,53,22,5,1,0,normal,realm1-shard1,alpha-realm-1
2026-01-31 23:00:00,214,74.8,26.5,233.6,113.3,49,23,5,1,0,normal,realm1-shard1,alpha-realm-1
2026-02-01 00:00:00,221,68.7,30.3,176.6,121.8,53,0,6,1,0,normal,realm1-shard1,alpha-realm-1
2026-02-01 01:00:00,224,78.3,29.2,156.8,139.9,47,1,6,1,0,normal,realm1-shard1,alpha-realm-1
2026-02-01 02:00:00,223,73.5,29.5,177.3,121.9,49,2,6,1,0,normal,realm1-shard1,alpha-realm-1
2026-02-01 03:00:00,219,69.9,31.4,174.2,157.6,49,3,6,1,0,normal,realm1-shard1,alpha-realm-1
2026-02-01 04:00:00,210,71.0,28.1,171.2,141.4,53,4,6,1,0,normal,realm1-shard1,alpha-realm-1
2026-02-01 05:00:00,199,75.8,27.5,172.4,131.5,45,5,6,1,0,normal,realm1-shard1,alpha-realm-1
2026-02-01 06:00:00,185,66.2,24.0,127.2,109.2,56,6,6,1,0,normal,realm1-shard1,alpha-realm-1
2026-02-01 07:00:00,170,67.0,24.0,169.8,124.7,54,7,6,1,0,normal,realm1-shard1,alpha-realm-1
2026-02-01 08:00:00,155,60.0,23.8,128.9,89.7,61,8,6,1,0,normal,realm1-shard1,alpha-realm-1
2026-02-01 09:00:00,140,63.2,19.1,126.5,83.5,59,9,6,1,0,normal,realm1-shard1,alpha-realm-1
2026-02-01 10:00:00,135,62.0,21.3,95.4,83.5,59,10,6,1,0,normal,realm1-shard1,alpha-realm-1
2026-02-01 11:00:00,135,66.7,21.1,133.7,91.5,55,11,6,1,0,normal,realm1-shard1,alpha-realm-1
2026-02-01 12:00:00,136,58.8,21.1,103.7,91.2,60,12,6,1,0,normal,realm1-shard1,alpha-realm-1
2026-02-01 13:00:00,136,62.2,22.6,114.4,74.5,55,13,6,1,0,normal,realm1-shard1,alpha-realm-1
2026-02-01 14:00:00,136,59.9,21.6,90.1,73.6,60,14,6,1,0,normal,realm1-shard1,alpha-realm-1
2026-02-01 15:00:00,136,64.7,23.3,88.9,91.2,54,15,6,1,0,normal,realm1-shard1,alpha-realm-1
2026-02-01 16:00:00,136,56.6,19.6,122.6,92.3,60,16,6,1,0,normal,realm1-shard1,alpha-realm-1
2026-02-01 17:00:00,136,62.5,21.3,99.9,75.7,56,17,6,1,0,normal,realm1-shard1,alpha-realm-1
2026-02-01 18:00:00,147,60.7,22.2,100.5,64.4,57,18,6,1,0,normal,realm1-shard1,alpha-realm-1
2026-02-01 19:00:00,161,63.7,21.9,115.9,93.5,59,19,6,1,0,normal,realm1-shard1,alpha-realm-1
2026-02-01 20:00:00,177,67.2,26.4,155.6,115.6,55,20,6,1,0,normal,realm1-shard1,alpha-realm-1
2026-02-01 21:00:00,191,70.4,29.8,140.2,141.7,51,21,6,1,0,normal,realm1-shard1,alpha-realm-1
2026-02-01 22:00:00,204,71.3,27.6,160.8,104.4,51,22,6,1,0,normal,realm1-shard1,alpha-realm-1
2026-02-01 23:00:00,215,74.6,29.4,172.3,122.6,47,23,6,1,0,normal,realm1-shard1,alpha-realm-1
2026-02-02 00:00:00,197,76.8,27.0,119.3,112.4,47,0,0,0,0,normal,realm1-shard1,alpha-realm-1
2026-02-02 01:00:00,201,75.1,26.2,131.4,140.9,46,1,0,0,0,normal,realm1-shard1,alpha-realm-1
2026-02-02 02:00:00,200,74.5,24.5,166.7,119.5,49,2,0,0,0,normal,realm1-shard1,alpha-realm-1
2026-02-02 03:00:00,196,68.5,25.8,142.1,104.0,52,3,0,0,0,normal,realm1-shard1,alpha-realm-1
2026-02-02 04:00:00,188,65.3,24.0,171.5,121.2,55,4,0,0,0,normal,realm1-shard1,alpha-realm-1
2026-02-02 05:00:00,177,98.0,27.5,402.25,100.1,31,5,0,0,1,ddos_spike,realm1-shard1,alpha-realm-1
2026-02-02 06:00:00,164,68.0,23.6,145.6,80.0,52,6,0,0,0,normal,realm1-shard1,alpha-realm-1
2026-02-02 07:00:00,148,67.5,21.7,154.8,75.4,54,7,0,0,0,normal,realm1-shard1,alpha-realm-1
2026-02-02 08:00:00,133,56.5,22.1,104.7,105.8,59,8,0,0,0,normal,realm1-shard1,alpha-realm-1
